Year,Nation1,Nation2,Nations,Frequency
1905,home,imperial,home:imperial,1
1905,congolese,NA,congolese:NA,13
1905,norway,sweden,norway:sweden,1
1905,transvaal,transvaal,transvaal:transvaal,1
1905,bengal,NA,bengal:NA,218
1905,germany,england,germany:england,1
1905,cape colony,NA,cape colony:NA,20
1905,shetland,scotland,shetland:scotland,1
1905,germany,NA,germany:NA,53
1905,new hebrides,NA,new hebrides:NA,36
1905,canada,new zealand,canada:new zealand,1
1905,west coast,ireland,west coast:ireland,2
1905,punjab,NA,punjab:NA,20
1905,uganda,NA,uganda:NA,1
1905,colonies,colonial,colonies:colonial,1
1905,somaliland,NA,somaliland:NA,329
1905,west india,colonies,west india:colonies,1
1905,west indies,NA,west indies:NA,96
1905,south africa,transvaal,south africa:transvaal,1
1905,canada,colonial,canada:colonial,2
1905,colonial,the colonies,colonial:the colonies,1
1905,guernsey,NA,guernsey:NA,29
1905,india,bengal,india:bengal,1
1905,continent,NA,continent:NA,20
1905,congo free state,NA,congo free state:NA,50
1905,cape colony,transvaal,cape colony:transvaal,1
1905,india,NA,india:NA,676
1906,west coast,africa,west coast:africa,1
1906,mauritius,NA,mauritius:NA,2
1906,england,NA,england:NA,76
1906,burma,NA,burma:NA,14
1906,kaffir,NA,kaffir:NA,16
1906,england,natal,england:natal,1
1906,british columbia,NA,british columbia:NA,24
1906,arzila,NA,arzila:NA,1
1906,france,NA,france:NA,20
1906,barbadoes,st lucia,barbadoes:st lucia,1
1906,kaffirs,transvaal,kaffirs:transvaal,2
1906,orkney,NA,orkney:NA,1
1906,new zealand,NA,new zealand:NA,18
1906,home,NA,home:NA,139
1906,central africa,transvaal,central africa:transvaal,1
1906,newfoundland,NA,newfoundland:NA,13
1906,zanzibar,NA,zanzibar:NA,24
1906,germany,united states,germany:united states,1
1906,assam,NA,assam:NA,16
1906,west,africa,west:africa,4
1906,tangier,NA,tangier:NA,1
1906,sudan,NA,sudan:NA,40
1906,africa,NA,africa:NA,577
1906,india,tibet,india:tibet,1
1906,the colonies,NA,the colonies:NA,81
1906,danish,NA,danish:NA,3
1906,bolivia,NA,bolivia:NA,40
1906,nigeria,hausa,nigeria:hausa,1
1906,transvaal,colonies,transvaal:colonies,3
1906,spain,NA,spain:NA,29
1906,malay states,singapore,malay states:singapore,1
1906,nigeria,NA,nigeria:NA,309
1906,europeans,NA,europeans:NA,1
1906,india,colonial,india:colonial,1
1906,china,NA,china:NA,228
1906,imperial,NA,imperial:NA,131
1906,darjeeling,NA,darjeeling:NA,49
1906,ireland,NA,ireland:NA,3045
1906,egypt,NA,egypt:NA,147
1906,turkey,NA,turkey:NA,2
1906,south wales,NA,south wales:NA,1
1906,malay states,NA,malay states:NA,204
1906,peru,NA,peru:NA,1
1906,central,NA,central:NA,250
1906,united states,NA,united states:NA,146
1906,argentina,NA,argentina:NA,1
1906,west,england,west:england,1
1906,sierra leone,NA,sierra leone:NA,1
1906,germany,abyssinia,germany:abyssinia,1
1906,morocco,NA,morocco:NA,51
1906,abyssinia,NA,abyssinia:NA,3
1906,colonies,NA,colonies:NA,89
1906,united states,argentina,united states:argentina,1
1906,kaffir,transvaal,kaffir:transvaal,1
1906,singapore,NA,singapore:NA,23
1906,brunei,NA,brunei:NA,2
1906,jamaica,NA,jamaica:NA,2
1906,colonies,home,colonies:home,1
1906,zulu,NA,zulu:NA,25
1906,shetland,NA,shetland:NA,79
1906,marshall islands,NA,marshall islands:NA,4
1906,the channel islands,NA,the channel islands:NA,28
1906,boer,NA,boer:NA,38
1906,scotland,NA,scotland:NA,1374
1906,russia,NA,russia:NA,134
1906,wales,NA,wales:NA,518
1906,swedish,NA,swedish:NA,1
1906,gibraltar,NA,gibraltar:NA,20
1906,west india,NA,west india:NA,1
1906,france,germany,france:germany,2
1906,trinidad,NA,trinidad:NA,23
1906,kaffirs,NA,kaffirs:NA,30
1906,west,NA,west:NA,288
1906,the marshall islands,NA,the marshall islands:NA,1
1906,british honduras,NA,british honduras:NA,14
1906,italy,NA,italy:NA,1
1906,west,ireland,west:ireland,2
1906,india,the colonies,india:the colonies,1
1906,denmark,NA,denmark:NA,19
1906,england,wales,england:wales,1
1906,central africa,NA,central africa:NA,101
1906,colonial,NA,colonial:NA,97
1906,canada,NA,canada:NA,112
1906,malta,NA,malta:NA,183
1906,demerara,NA,demerara:NA,1
1906,south africa,NA,south africa:NA,786
1906,china,tibet,china:tibet,1
1906,spanish,NA,spanish:NA,10
1906,portugal,NA,portugal:NA,1
1906,natal,zululand,natal:zululand,1
1906,transvaal,NA,transvaal:NA,1241
1906,straits settlements,NA,straits settlements:NA,5
1906,south africa,colonies,south africa:colonies,1
1906,grenada,NA,grenada:NA,5
1906,guiana,NA,guiana:NA,64
1906,hebrides,NA,hebrides:NA,36
1906,victoria,NA,victoria:NA,45
1906,home,australasia,home:australasia,1
1906,congo,NA,congo:NA,108
1906,imperial,new south wales,imperial:new south wales,1
1906,america,new zealand,america:new zealand,1
1906,lagos,NA,lagos:NA,57
1906,imperial,natal,imperial:natal,2
1906,australasia,NA,australasia:NA,14
1906,turkey,egypt,turkey:egypt,4
1906,zululand,NA,zululand:NA,34
1906,kaffir,south africa,kaffir:south africa,1
1906,tibet,NA,tibet:NA,67
1906,natal,NA,natal:NA,472
1906,east india,NA,east india:NA,27
1906,united kingdom,NA,united kingdom:NA,95
1906,macedonia,NA,macedonia:NA,44
1906,united kingdom,united states,united kingdom:united states,1
1906,england and wales,NA,england and wales:NA,397
1906,switzerland,NA,switzerland:NA,27
1906,east india,west indies,east india:west indies,1
1906,bermuda,NA,bermuda:NA,29
1906,norway,sweden,norway:sweden,1
1906,germany,west,germany:west,1
1906,bengal,NA,bengal:NA,449
1906,cape colony,NA,cape colony:NA,53
1906,england,scotland,england:scotland,2
1906,europeans,egypt,europeans:egypt,1
1906,germany,NA,germany:NA,41
1906,channel islands,NA,channel islands:NA,9
1906,leeward islands,NA,leeward islands:NA,14
1906,britannia,NA,britannia:NA,64
1906,new hebrides,NA,new hebrides:NA,72
1906,hong kong,NA,hong kong:NA,1
1906,british guiana,NA,british guiana:NA,63
1906,punjab,NA,punjab:NA,103
1906,uganda,NA,uganda:NA,49
1906,jews,NA,jews:NA,32
1906,colonies,colonial,colonies:colonial,1
1906,somaliland,NA,somaliland:NA,10
1906,west indies,NA,west indies:NA,144
1906,home,colonies,home:colonies,1
1906,guernsey,NA,guernsey:NA,42
1906,india,bengal,india:bengal,1
1906,honduras,NA,honduras:NA,8
1906,congo free state,NA,congo free state:NA,12
1906,sarawak,brunei,sarawak:brunei,1
1906,india,NA,india:NA,848
1907,england,NA,england:NA,49
1907,burma,NA,burma:NA,1
1907,british columbia,NA,british columbia:NA,10
1907,imperial,transvaal,imperial:transvaal,1
1907,russia,poland,russia:poland,1
1907,siam,NA,siam:NA,22
1907,bulgaria,NA,bulgaria:NA,24
1907,mesopotamia,NA,mesopotamia:NA,16
1907,france,NA,france:NA,140
1907,fernando po,NA,fernando po:NA,1
1907,orkney,NA,orkney:NA,53
1907,new zealand,NA,new zealand:NA,42
1907,home,NA,home:NA,292
1907,newfoundland,NA,newfoundland:NA,7
1907,zanzibar,NA,zanzibar:NA,33
1907,natal,south africa,natal:south africa,1
1907,germany,united states,germany:united states,1
1907,assam,NA,assam:NA,2
1907,australia,NA,australia:NA,104
1907,west,africa,west:africa,1
1907,africa,NA,africa:NA,401
1907,the colonies,NA,the colonies:NA,70
1907,east india,china,east india:china,1
1907,danish,NA,danish:NA,2
1907,swaziland,NA,swaziland:NA,1
1907,france,siam,france:siam,1
1907,british west indians,galapagos islands,british west indians:galapagos islands,1
1907,france,sierra leone,france:sierra leone,1
1907,spain,NA,spain:NA,9
1907,transvaal,colonies,transvaal:colonies,1
1907,nigeria,NA,nigeria:NA,67
1907,europeans,NA,europeans:NA,34
1907,india,colonial,india:colonial,1
1907,china,NA,china:NA,234
1907,rhodesia,NA,rhodesia:NA,11
1907,punjaub,NA,punjaub:NA,1
1907,darjeeling,NA,darjeeling:NA,21
1907,imperial,NA,imperial:NA,92
1907,brazil,NA,brazil:NA,1
1907,ireland,NA,ireland:NA,2320
1907,egypt,NA,egypt:NA,214
1907,belgium,congo,belgium:congo,1
1907,turkey,NA,turkey:NA,16
1907,argentine,NA,argentine:NA,17
1907,united states,NA,united states:NA,212
1907,central,NA,central:NA,50
1907,colonial,ireland,colonial:ireland,1
1907,cyprus,NA,cyprus:NA,41
1907,galapagos islands,NA,galapagos islands:NA,2
1907,argentina,NA,argentina:NA,25
1907,morocco,NA,morocco:NA,51
1907,panama,NA,panama:NA,24
1907,colonies,NA,colonies:NA,212
1907,kaffir,transvaal,kaffir:transvaal,1
1907,hong kong,pacific,hong kong:pacific,1
1907,america,NA,america:NA,138
1907,jamaica,NA,jamaica:NA,53
1907,zulu,NA,zulu:NA,18
1907,hayti,NA,hayti:NA,44
1907,marshall islands,NA,marshall islands:NA,4
1907,scotland,NA,scotland:NA,1471
1907,russia,NA,russia:NA,112
1907,wales,NA,wales:NA,117
1907,colonial,colonial,colonial:colonial,1
1907,swedish,NA,swedish:NA,1
1907,gibraltar,NA,gibraltar:NA,35
1907,france,germany,france:germany,1
1907,west india,NA,west india:NA,15
1907,trinidad,NA,trinidad:NA,8
1907,fiji,NA,fiji:NA,70
1907,france,england,france:england,1
1907,gold coast,NA,gold coast:NA,28
1907,west,NA,west:NA,121
1907,the marshall islands,NA,the marshall islands:NA,1
1907,united kingdom,india,united kingdom:india,1
1907,east india,trinidad,east india:trinidad,1
1907,west,ireland,west:ireland,4
1907,central africa,NA,central africa:NA,70
1907,colonial,NA,colonial:NA,240
1907,canada,NA,canada:NA,162
1907,malta,NA,malta:NA,88
1907,south africa,NA,south africa:NA,311
1907,spanish,NA,spanish:NA,50
1907,new hebrides,sierra leone,new hebrides:sierra leone,1
1907,australia,pacific,australia:pacific,1
1907,transvaal,NA,transvaal:NA,645
1907,new caledonia,NA,new caledonia:NA,3
1907,atlantic,NA,atlantic:NA,43
1907,west india,venezuela,west india:venezuela,1
1907,hebrides,NA,hebrides:NA,144
1907,victoria,NA,victoria:NA,125
1907,germany,canada,germany:canada,1
1907,india,mauritius,india:mauritius,1
1907,congo,NA,congo:NA,97
1907,lagos,NA,lagos:NA,2
1907,oman,malta,oman:malta,1
1907,orange free state,NA,orange free state:NA,1
1907,pacific,NA,pacific:NA,33
1907,tibet,NA,tibet:NA,16
1907,natal,NA,natal:NA,322
1907,hausa,west,hausa:west,1
1907,east india,NA,east india:NA,3
1907,united kingdom,NA,united kingdom:NA,54
1907,macedonia,NA,macedonia:NA,13
1907,england and wales,NA,england and wales:NA,60
1907,switzerland,NA,switzerland:NA,25
1907,caledonia,NA,caledonia:NA,8
1907,imperial,newfoundland,imperial:newfoundland,1
1907,bengal,NA,bengal:NA,143
1907,england,scotland,england:scotland,1
1907,venezuela,NA,venezuela:NA,10
1907,germany,NA,germany:NA,95
1907,channel islands,NA,channel islands:NA,2
1907,niger,NA,niger:NA,4
1907,britannia,NA,britannia:NA,4
1907,new hebrides,NA,new hebrides:NA,426
1907,arab,natal,arab:natal,1
1907,hong kong,NA,hong kong:NA,1
1907,punjab,NA,punjab:NA,21
1907,canada,new zealand,canada:new zealand,1
1907,france,spain,france:spain,1
1907,uganda,NA,uganda:NA,88
1907,colonies,colonial,colonies:colonial,1
1907,somaliland,NA,somaliland:NA,1
1907,trinidad,panama,trinidad:panama,2
1907,west indies,NA,west indies:NA,104
1907,colonial,colonies,colonial:colonies,1
1907,canada,colonial,canada:colonial,1
1907,the niger,NA,the niger:NA,20
1907,guernsey,NA,guernsey:NA,16
1907,sweden,norway,sweden:norway,1
1907,congo free state,NA,congo free state:NA,5
1907,bengal,assam,bengal:assam,1
1907,cape colony,transvaal,cape colony:transvaal,1
1907,india,NA,india:NA,781
1908,mauritius,NA,mauritius:NA,39
1908,ireland,wales,ireland:wales,1
1908,england,NA,england:NA,105
1908,british columbia,NA,british columbia:NA,20
1908,barbados,NA,barbados:NA,2
1908,siam,NA,siam:NA,20
1908,bulgaria,NA,bulgaria:NA,18
1908,germany,united kingdom,germany:united kingdom,1
1908,russia,sweden,russia:sweden,1
1908,france,NA,france:NA,20
1908,orkney,NA,orkney:NA,15
1908,new zealand,NA,new zealand:NA,54
1908,demerara,trinidad,demerara:trinidad,1
1908,home,NA,home:NA,159
1908,newfoundland,NA,newfoundland:NA,2
1908,benin,NA,benin:NA,20
1908,bahamas,NA,bahamas:NA,4
1908,germany,united states,germany:united states,2
1908,australia,NA,australia:NA,73
1908,belgium,NA,belgium:NA,63
1908,west,africa,west:africa,2
1908,africa,NA,africa:NA,400
1908,the colonies,NA,the colonies:NA,220
1908,transvaal,south africa,transvaal:south africa,1
1908,swaziland,NA,swaziland:NA,1
1908,england,norway,england:norway,1
1908,spain,NA,spain:NA,9
1908,nigeria,NA,nigeria:NA,411
1908,philippines,NA,philippines:NA,49
1908,china,NA,china:NA,133
1908,rhodesia,NA,rhodesia:NA,128
1908,imperial,NA,imperial:NA,70
1908,ireland,NA,ireland:NA,4271
1908,egypt,NA,egypt:NA,202
1908,belgium,congo,belgium:congo,1
1908,turkey,NA,turkey:NA,48
1908,egypt,england,egypt:england,1
1908,jersey,NA,jersey:NA,1
1908,germany,portugal,germany:portugal,1
1908,malay states,NA,malay states:NA,103
1908,the british empire,NA,the british empire:NA,25
1908,argentine,NA,argentine:NA,1
1908,central,NA,central:NA,197
1908,united states,NA,united states:NA,139
1908,cyprus,NA,cyprus:NA,1
1908,galapagos islands,NA,galapagos islands:NA,1
1908,argentina,NA,argentina:NA,1
1908,europeans,punjab,europeans:punjab,1
1908,morocco,NA,morocco:NA,41
1908,bengali,NA,bengali:NA,20
1908,ecuador,NA,ecuador:NA,25
1908,the bahamas,NA,the bahamas:NA,21
1908,colonies,NA,colonies:NA,231
1908,brunei,NA,brunei:NA,10
1908,guinea,NA,guinea:NA,5
1908,singapore,NA,singapore:NA,2
1908,america,NA,america:NA,35
1908,jamaica,NA,jamaica:NA,53
1908,afghanistan,NA,afghanistan:NA,1
1908,zulu,NA,zulu:NA,1
1908,hayti,NA,hayti:NA,1
1908,shetland,NA,shetland:NA,3
1908,the channel islands,NA,the channel islands:NA,20
1908,boer,NA,boer:NA,28
1908,russia,NA,russia:NA,208
1908,scotland,NA,scotland:NA,1333
1908,wales,NA,wales:NA,304
1908,gibraltar,NA,gibraltar:NA,3
1908,west india,NA,west india:NA,64
1908,france,germany,france:germany,2
1908,trinidad,NA,trinidad:NA,113
1908,fiji,NA,fiji:NA,27
1908,gold coast,NA,gold coast:NA,36
1908,west,NA,west:NA,324
1908,montserrat,NA,montserrat:NA,13
1908,british empire,NA,british empire:NA,4
1908,west,ireland,west:ireland,1
1908,nyasaland,NA,nyasaland:NA,5
1908,armenia,NA,armenia:NA,11
1908,central africa,NA,central africa:NA,37
1908,colonial,NA,colonial:NA,107
1908,canada,NA,canada:NA,184
1908,nevis,NA,nevis:NA,5
1908,malta,NA,malta:NA,33
1908,canada,united states,canada:united states,1
1908,south africa,NA,south africa:NA,262
1908,canada,atlantic,canada:atlantic,1
1908,portugal,NA,portugal:NA,24
1908,spanish,NA,spanish:NA,33
1908,achill,NA,achill:NA,1
1908,transvaal,NA,transvaal:NA,923
1908,straits settlements,NA,straits settlements:NA,4
1908,atlantic,NA,atlantic:NA,15
1908,england,germany,england:germany,1
1908,lado,NA,lado:NA,27
1908,hebrides,NA,hebrides:NA,54
1908,british guiana,trinidad,british guiana:trinidad,1
1908,guiana,NA,guiana:NA,16
1908,victoria,NA,victoria:NA,89
1908,dominica,NA,dominica:NA,1
1908,congo,NA,congo:NA,148
1908,imperial,canada,imperial:canada,1
1908,lagos,NA,lagos:NA,53
1908,zululand,NA,zululand:NA,49
1908,luxenburg,NA,luxenburg:NA,91
1908,malacca,NA,malacca:NA,15
1908,pacific,NA,pacific:NA,6
1908,france,new hebrides,france:new hebrides,1
1908,tibet,NA,tibet:NA,1
1908,natal,NA,natal:NA,354
1908,scotland,scotland,scotland:scotland,2
1908,gilbert islands,NA,gilbert islands:NA,5
1908,east india,NA,east india:NA,4
1908,united kingdom,NA,united kingdom:NA,137
1908,macedonia,NA,macedonia:NA,5
1908,madagascar,NA,madagascar:NA,113
1908,england and wales,NA,england and wales:NA,88
1908,united states,canada,united states:canada,2
1908,new zealand,natal,new zealand:natal,1
1908,bermuda,NA,bermuda:NA,25
1908,bengal,NA,bengal:NA,117
1908,congo,colonial,congo:colonial,1
1908,venezuela,NA,venezuela:NA,1
1908,england,america,england:america,1
1908,germany,NA,germany:NA,160
1908,channel islands,NA,channel islands:NA,5
1908,niger,NA,niger:NA,4
1908,venezuela,trinidad,venezuela:trinidad,1
1908,new hebrides,NA,new hebrides:NA,113
1908,falkland islands,NA,falkland islands:NA,2
1908,vatican,NA,vatican:NA,5
1908,hong kong,NA,hong kong:NA,89
1908,west coast,ireland,west coast:ireland,1
1908,british guiana,NA,british guiana:NA,27
1908,punjab,NA,punjab:NA,3
1908,uganda,NA,uganda:NA,72
1908,france,russia,france:russia,1
1908,malagasy,transvaal,malagasy:transvaal,1
1908,west indies,NA,west indies:NA,51
1908,the niger,NA,the niger:NA,23
1908,united kingdom,germany,united kingdom:germany,1
1908,europeans,india,europeans:india,2
1908,england,ireland,england:ireland,1
1908,congo free state,NA,congo free state:NA,12
1908,gilbert islands,pacific,gilbert islands:pacific,1
1908,home,ireland,home:ireland,1
1908,india,NA,india:NA,1544
1909,mauritius,NA,mauritius:NA,49
1909,antarctic,NA,antarctic:NA,43
1909,england,NA,england:NA,204
1909,burma,NA,burma:NA,18
1909,barbados,NA,barbados:NA,1
1909,china,japan,china:japan,1
1909,france,NA,france:NA,77
1909,orkney,NA,orkney:NA,76
1909,transvaal,mozambique,transvaal:mozambique,1
1909,new zealand,NA,new zealand:NA,53
1909,home,NA,home:NA,263
1909,antigua,NA,antigua:NA,1
1909,newfoundland,NA,newfoundland:NA,38
1909,zanzibar,NA,zanzibar:NA,24
1909,spanish,morocco,spanish:morocco,1
1909,rhodesia,congo,rhodesia:congo,1
1909,germany,united states,germany:united states,1
1909,assam,NA,assam:NA,1
1909,australia,NA,australia:NA,43
1909,west,africa,west:africa,4
1909,imperial,scotland,imperial:scotland,1
1909,africa,NA,africa:NA,159
1909,spain,west indies,spain:west indies,1
1909,philippine islands,united states,philippine islands:united states,1
1909,spain,NA,spain:NA,29
1909,nigeria,NA,nigeria:NA,118
1909,europeans,NA,europeans:NA,16
1909,south africa,rhodesia,south africa:rhodesia,1
1909,rhodesia,NA,rhodesia:NA,55
1909,punjaub,NA,punjaub:NA,1
1909,china,NA,china:NA,217
1909,imperial,NA,imperial:NA,88
1909,ireland,NA,ireland:NA,10392
1909,egypt,NA,egypt:NA,267
1909,turkey,NA,turkey:NA,81
1909,europe,NA,europe:NA,25
1909,jersey,NA,jersey:NA,5
1909,south wales,NA,south wales:NA,43
1909,nigeria,sierra leone,nigeria:sierra leone,1
1909,malay states,NA,malay states:NA,33
1909,mauritius,malay states,mauritius:malay states,1
1909,argentine,NA,argentine:NA,102
1909,central,NA,central:NA,24
1909,united states,NA,united states:NA,115
1909,cyprus,NA,cyprus:NA,18
1909,argentina,NA,argentina:NA,24
1909,panama,NA,panama:NA,25
1909,morocco,NA,morocco:NA,68
1909,crimea,NA,crimea:NA,43
1909,spain,trinidad,spain:trinidad,1
1909,ecuador,NA,ecuador:NA,7
1909,colonies,NA,colonies:NA,166
1909,cuba,venezuela,cuba:venezuela,1
1909,singapore,NA,singapore:NA,1
1909,germany,france,germany:france,1
1909,ireland,scotland,ireland:scotland,2
1909,jamaica,NA,jamaica:NA,2
1909,germany,prussia,germany:prussia,1
1909,austria,NA,austria:NA,26
1909,afghanistan,NA,afghanistan:NA,24
1909,argentine,united kingdom,argentine:united kingdom,1
1909,shetland,NA,shetland:NA,40
1909,norway,NA,norway:NA,49
1909,scotland,NA,scotland:NA,2795
1909,russia,NA,russia:NA,72
1909,wales,NA,wales:NA,346
1909,gibraltar,NA,gibraltar:NA,22
1909,pacific islands,NA,pacific islands:NA,1
1909,france,germany,france:germany,2
1909,trinidad,NA,trinidad:NA,87
1909,fiji,NA,fiji:NA,22
1909,gold coast,NA,gold coast:NA,7
